"State","Year","mood","right2work","pc_inc_ann","povrate","ccpi","evangelical_pop","nonwhite","valueofagsect","region","budget_surplus_gsp","dem_unified","rep_unified","pctlatinoleg","hs_dem_in_sess","hs_rep_in_sess","hs_ind_in_sess","sen_dem_in_sess","sen_rep_in_sess","sen_ind_in_sess","Task.Force.Agreement","Cooperation.With.Detainers","EVerify.Mandates","Year.English.Declared","English.Declared","Insurance.for.Unauth.Kids","Insurance.for.Unauth.Adults","Food.Assist.for.Immigrant.Kids","Food.Assist.for.Immigrant.Adults","Immigration.Composite.Score"
"North Carolina",2006,36.30400085,1,4.360562801,13.8,201.6,27.9,0.309983492,3832031,1,5.935388565,1,0,1.799999952,63,57,0,29,21,0,1,0,1,1987,0,0,0,1,0,3
"North Carolina",2007,38.41699982,1,4.544790745,15.5,207.342,27.9,0.324501663,3486497,1,6.704173088,1,0,1,68,52,0,31,19,0,1,0,1,1987,0,0,0,1,0,3
"North Carolina",2008,37.52299881,1,4.518424988,13.9,215.303,27.9,0.327894181,3704097,1,2.453484058,1,0,1,68,52,0,31,19,0,0,0,1,1987,0,0,0,1,0,2
"North Carolina",2009,38.9280014,1,4.443938255,16.9,214.537,27.9,0.331906348,3653013,1,-0.766590834,1,0,1,68,52,0,30,20,0,0,0,1,1987,0,0,0,1,0,2
"North Carolina",2010,38.44300079,1,4.608433247,17.4,218.056,27.9,0.246701762,4079975,1,2.509194613,1,0,1,68,52,0,30,20,0,0,0,1,1987,0,0,0,1,0,2
"North Carolina",2011,NA,1,NA,15.4,224.939,27.9,0.341730684,3816689,1,NA,0,0,1,52,67,1,19,31,0,0,0,0,1987,0,0,0,1,0,1
"North Carolina",2012,NA,1,4.668451786,17.2,229.594,27.9,NA,NA,1,-0.256297469,NA,NA,1,52,NA,NA,19,NA,NA,0,0,0,1987,0,0,0,1,0,1
"North Carolina",2013,NA,1,NA,18.6,232.957,27.9,NA,NA,1,3.344569206,NA,NA,NA,43,NA,NA,17,NA,NA,1,0,0,1987,0,0,0,1,0,2
"North Carolina",2014,NA,1,NA,17.1,236.736,NA,NA,NA,1,3.609153986,NA,NA,1,43,NA,NA,17,NA,NA,1,0,0,1987,0,0,0,1,0,2
"North Carolina",2015,NA,1,NA,15.3,NA,NA,NA,NA,1,6.149606228,NA,NA,1,46,NA,NA,16,NA,NA,1,0,0,1987,0,0,0,1,0,2
"North Dakota",2000,31.87599945,1,4.357552528,10.4,172.2,11.2,0.074057631,2000460,3,12.74027729,0,1,NA,34,63,0,18,31,0,1,0,1,1987,0,0,0,0,0,2
"North Dakota",2001,35.6570015,1,4.444607735,13.8,177.1,11.2,0.074935533,1630298,3,8.812767029,0,1,NA,29,69,0,17,32,0,1,0,1,1987,0,0,0,0,0,2
"North Dakota",2002,34.70700073,1,4.494747639,11.6,179.9,11.2,0.078383282,1290718,3,2.749740839,0,1,NA,29,69,0,17,32,0,1,0,1,1987,0,0,0,0,0,2
"North Dakota",2003,36.0909996,1,4.751792908,9.7,184,11.2,0.080309637,2245157,3,6.218347073,0,1,NA,28,66,0,16,31,0,1,0,1,1987,0,0,0,1,0,3
"North Dakota",2004,34.24200058,1,4.928776741,9.7,188.9,11.2,0.082114778,1648784,3,8.667140007,0,1,NA,28,66,0,16,31,0,1,0,1,1987,0,0,0,1,0,3
"North Dakota",2005,32.75500107,1,5.174271584,11.2,195.3,12.7,0.084206298,2013196,3,7.560393333,0,1,0,27,67,0,15,32,0,1,0,1,1987,0,0,0,1,0,3
"North Dakota",2006,35.86800003,1,5.647186279,11.4,201.6,12.7,0.086058177,1480706,3,11.62796211,0,1,NA,27,67,0,15,32,0,1,0,1,1987,0,0,0,1,0,3
"North Dakota",2007,38.89300156,1,6.038914204,9.3,207.342,12.7,0.100519761,2352679,3,17.34860039,0,1,0,33,61,0,21,26,0,1,0,1,1987,0,0,0,1,0,3
"North Dakota",2008,38.23799896,1,7.079238892,11.8,215.303,12.7,0.103923574,3312658,3,26.62569618,0,1,NA,33,61,0,21,26,0,1,0,1,1987,0,0,0,1,0,3
"North Dakota",2009,37.81900024,1,7.389277458,10.9,214.537,12.7,0.108752653,2990903,3,25.98765755,0,1,0,36,58,0,21,26,0,1,0,1,1987,0,0,0,1,0,3
"North Dakota",2010,35.72900009,1,8.027003288,12.2,218.056,12.7,0.073765844,3654070,3,20.07491302,0,1,NA,36,58,0,21,26,0,1,0,1,1987,0,0,0,1,0,3
"North Dakota",2011,NA,1,NA,9.9,224.939,12.7,0.099470556,3183473,3,NA,0,1,0,25,69,0,12,35,0,1,0,1,1987,0,0,0,1,0,3
"North Dakota",2012,NA,1,10.22355556,11.4,229.594,12.7,NA,NA,3,23.75695801,NA,NA,NA,25,NA,NA,12,NA,NA,1,0,1,1987,0,0,0,1,0,3
"North Dakota",2013,NA,1,NA,9.9,232.957,12.7,NA,NA,3,41.36317825,NA,NA,NA,23,NA,NA,14,NA,NA,1,0,1,1987,0,0,0,1,0,3
"North Dakota",2014,NA,1,NA,9.7,236.736,NA,NA,NA,3,33.17162704,NA,NA,0,23,NA,NA,14,NA,NA,1,0,1,1987,0,0,0,1,0,3
"North Dakota",2015,NA,1,NA,10.7,NA,NA,NA,NA,3,22.3720665,NA,NA,0,23,NA,NA,15,NA,NA,1,0,1,1987,0,0,0,1,0,3
"Ohio",2000,33.52199936,NA,3.182628393,10,172.2,10.3,0.148258612,2355657,3,0.056285702,0,1,NA,39,59,0,12,21,0,1,0,1,NA,1,0,0,0,0,3
"Ohio",2001,38.6590004,NA,3.354206085,10.5,177.1,10.3,0.151124045,2274123,3,-2.103515625,0,1,NA,40,59,0,12,20,0,1,0,1,NA,1,0,0,0,0,3
"Ohio",2002,37.52199936,NA,3.526693583,9.8,179.9,10.3,0.152993873,1518190,3,-5.141899586,0,1,NA,39,59,0,11,21,0,1,0,1,NA,1,0,0,0,0,3
"Ohio",2003,40.25799942,NA,3.709918976,10.9,184,10.3,0.154707879,1883034,3,-5.112451077,0,1,NA,38,61,0,11,22,0,1,0,1,NA,1,0,0,1,0,4
"Ohio",2004,39.31299973,NA,3.983221531,11.6,188.9,10.3,0.156245872,2637479,3,-1.578641176,0,1,NA,37,62,0,11,22,0,1,0,1,NA,1,0,0,1,0,4
"Ohio",2005,33.68600082,NA,4.278110027,12.3,195.3,13.4,0.157972142,2415358,3,-0.962601006,0,1,0,40,59,0,11,22,0,1,0,1,NA,1,0,0,1,0,4
"Ohio",2006,34.92499924,NA,4.540043831,12.1,201.6,13.4,0.159932181,2268699,3,-1.689017057,0,1,0,38,61,0,11,22,0,1,0,1,NA,1,0,0,1,0,4
"Ohio",2007,40.20500183,NA,4.611561775,12.8,207.342,13.4,0.172985986,2550248,3,-2.445108175,0,0,0,46,53,0,12,21,0,1,0,1,NA,1,0,0,1,0,4
"Ohio",2008,42.06999969,NA,4.722595692,13.7,215.303,13.4,0.175135449,2951209,3,-0.402709305,0,0,0,46,53,0,12,21,0,1,0,1,NA,1,0,0,1,0,4
"Ohio",2009,49.86500168,NA,4.72213316,13.3,214.537,13.4,0.177942485,3202678,3,-3.990774155,0,0,0,53,46,0,12,21,0,1,0,1,NA,1,0,0,1,0,4
"Ohio",2010,43.17100143,NA,4.98422718,15.3,218.056,13.4,0.174231231,3307209,3,0.27440083,0,0,0,53,46,0,12,21,0,1,0,1,NA,1,0,0,1,0,4
"Ohio",2011,NA,NA,NA,15.1,224.939,13.4,0.189369768,4972877,3,NA,0,1,2,40,59,0,10,23,0,1,0,1,NA,1,0,0,1,0,4
"Ohio",2012,NA,NA,5.132917881,15.4,229.594,13.4,NA,NA,3,0.879572749,NA,NA,2,40,NA,NA,10,NA,NA,1,0,1,NA,1,0,0,1,0,4
"Ohio",2013,NA,NA,NA,13.7,232.957,13.4,NA,NA,3,2.340031385,NA,NA,NA,39,NA,NA,10,NA,NA,1,0,1,NA,1,0,0,1,0,4
"Ohio",2014,NA,NA,NA,15.6,236.736,NA,NA,NA,3,0.163134634,NA,NA,2,39,NA,NA,10,NA,NA,1,0,1,NA,1,0,0,1,0,4
"Ohio",2015,NA,NA,NA,13.6,NA,NA,NA,NA,3,-1.105342865,NA,NA,2,34,NA,NA,10,NA,NA,1,0,1,NA,1,0,0,1,0,4
"Oklahoma",2000,34.15499878,NA,3.121687889,14.9,172.2,42.200001,0.221354395,1727741,1,17.90681648,0,0,NA,61,40,0,33,15,0,1,0,1,2010,1,0,0,0,0,3
"Oklahoma",2001,37.79100037,1,3.516903639,15.1,177.1,42.200001,0.225810856,1711354,1,3.53552413,0,0,NA,53,48,0,30,18,0,1,0,1,2010,1,0,0,0,0,3
"Oklahoma",2002,37.91500092,1,3.657423496,14.1,179.9,42.200001,0.229449615,1872317,1,-1.438793898,0,0,NA,52,48,0,30,18,0,1,0,1,2010,1,0,0,0,0,3
"Oklahoma",2003,39.43099976,1,3.681478262,12.8,184,42.200001,0.232235983,1904594,1,-3.802188873,1,0,NA,53,48,0,27,20,0,1,0,1,2010,1,0,0,1,0,4
"Oklahoma",2004,39.13100052,1,3.927006245,10.8,188.9,42.200001,0.235176817,2225654,1,8.341054916,1,0,NA,53,48,0,28,20,0,1,0,1,2010,1,0,0,1,0,4
"Oklahoma",2005,35.96500015,1,4.116764545,15.6,195.3,42,0.238030031,2343586,1,7.455283165,0,0,0,44,57,0,26,22,0,1,0,1,2010,1,0,0,1,0,4
"Oklahoma",2006,37.74499893,1,4.525884151,15.2,201.6,42,0.240800455,1567710,1,10.56859112,0,0,0,44,57,0,26,22,0,1,0,1,2010,1,0,0,1,0,4
"Oklahoma",2007,39.09400177,1,4.707138538,13.4,207.342,42,0.281810611,1466044,1,9.015669823,0,0,0,44,57,0,24,24,0,1,0,1,2010,1,0,0,1,0,4
"Oklahoma",2008,39.04299927,1,4.858633995,13.6,215.303,42,0.286145717,1868677,1,3.947026253,0,0,0,44,57,0,24,24,0,1,0,0,2010,1,0,0,1,0,3
"Oklahoma",2009,39.62799835,1,5.027864456,12.9,214.537,42,0.29158622,830186,1,3.70977664,0,0,1,40,61,0,22,26,0,1,0,0,2010,1,0,0,1,0,3
"Oklahoma",2010,37.16899872,1,5.182310581,16.3,218.056,42,0.254913032,1925150,1,1.689760089,0,0,1,40,61,0,22,26,0,1,0,0,2010,0,0,0,1,0,2
"Oklahoma",2011,NA,1,NA,13.9,224.939,42,0.31028074,2239120,1,NA,0,1,0,31,70,0,16,32,0,1,0,0,2010,0,0,0,1,0,2
"Oklahoma",2012,NA,1,5.407990456,18,229.594,42,NA,NA,1,8.169782639,NA,NA,0,33,NA,NA,15,NA,NA,1,0,0,2010,0,0,0,1,0,2
"Oklahoma",2013,NA,1,NA,14,232.957,42,NA,NA,1,6.561935902,NA,NA,NA,29,NA,NA,12,NA,NA,1,0,0,2010,0,0,0,1,0,2
"Oklahoma",2014,NA,1,NA,17.3,236.736,NA,NA,NA,1,5.060985565,NA,NA,1,29,NA,NA,12,NA,NA,1,0,0,2010,0,0,0,1,0,2
"Oklahoma",2015,NA,1,NA,14.2,NA,NA,NA,NA,1,5.532553196,NA,NA,1,29,NA,NA,8,NA,NA,1,0,0,2010,0,0,0,1,0,2
"Oregon",2000,35.23899841,NA,4.110717773,10.9,172.2,14.5,0.140079796,1433953,2,8.027901649,0,0,NA,25,35,0,13,17,0,1,0,1,NA,1,0,0,0,0,3
"Oregon",2001,38.52099991,NA,4.09361124,11.8,177.1,14.5,0.147459522,1460172,2,5.572072506,0,0,NA,27,33,0,14,16,0,1,0,1,NA,1,0,0,0,0,3
"Oregon",2002,40.41899872,NA,4.071389198,10.9,179.9,14.5,0.151618823,1449097,2,-4.782053471,0,0,NA,28,32,0,14,16,0,1,0,1,NA,1,0,0,0,0,3
"Oregon",2003,41.53900146,NA,3.744324207,12.5,184,14.5,0.155466214,1917939,2,-6.64170742,0,0,NA,25,35,0,15,15,0,1,0,1,NA,1,0,0,1,0,4
"Oregon",2004,42.11999893,NA,3.856637716,11.7,188.9,14.5,0.158928975,2120391,2,-4.167577744,0,0,NA,25,35,0,15,15,0,1,0,1,NA,1,0,0,1,0,4
"Oregon",2005,44.11700058,NA,4.08748436,12,195.3,15.5,0.163184151,2026784,2,-4.971315384,0,0,3.299999952,27,33,0,18,12,0,1,0,1,NA,1,0,0,1,0,4
"Oregon",2006,45.36000061,NA,4.493701935,11.8,201.6,15.5,0.167543605,2150516,2,-0.421688139,0,0,NA,27,33,0,18,12,0,1,0,1,NA,1,0,0,1,0,4
"Oregon",2007,46.91500092,NA,4.593337536,12.8,207.342,15.5,0.195288002,2059395,2,2.310645103,1,0,1,31,29,0,17,11,2,1,0,1,NA,1,0,0,1,0,4
"Oregon",2008,45.24100113,NA,4.472683907,10.6,215.303,15.5,0.199738786,2081359,2,-6.742563725,1,0,1,31,29,0,18,11,1,1,0,1,NA,1,0,0,1,0,4
"Oregon",2009,44.20299911,NA,4.661139488,13.4,214.537,15.5,0.203615218,1736348,2,-9.038022995,1,0,1,36,24,0,18,12,0,1,0,1,NA,1,0,0,1,0,4
"Oregon",2010,41.99000168,NA,4.950199604,14.2,218.056,15.5,0.135968506,1776765,2,-8.158826828,1,0,1,36,24,0,18,12,0,1,0,1,NA,1,0,0,1,0,4
"Oregon",2011,NA,NA,NA,14.4,224.939,15.5,0.210476488,2273428,2,NA,0,0,1,30,30,0,16,14,0,1,0,1,NA,1,0,0,1,0,4
"Oregon",2012,NA,NA,5.556747437,13.5,229.594,15.5,NA,NA,2,2.449817896,NA,NA,1,30,NA,NA,16,NA,NA,1,0,1,NA,1,0,0,1,0,4
"Oregon",2013,NA,NA,NA,15.1,232.957,15.5,NA,NA,2,6.956402302,NA,NA,NA,34,NA,NA,16,NA,NA,1,0,1,NA,1,0,0,1,0,4
"Oregon",2014,NA,NA,NA,14.4,236.736,NA,NA,NA,2,0.047918435,NA,NA,3,34,NA,NA,16,NA,NA,1,1,1,NA,1,0,0,1,0,5
"Oregon",2015,NA,NA,NA,11.9,NA,NA,NA,NA,2,6.879364014,NA,NA,3,35,NA,NA,18,NA,NA,1,1,1,NA,1,0,0,1,0,5
"Pennsylvania",2000,40.30199814,NA,3.394580841,8.6,172.2,6.0999999,0.151612654,1664137,4,-0.580282748,0,1,NA,100,103,0,20,30,0,1,0,1,NA,1,0,0,0,0,3
"Pennsylvania",2001,42.94200134,NA,3.592220783,9.6,177.1,6.0999999,0.154534385,1596994,4,-3.137303352,0,1,NA,99,104,0,20,28,0,1,0,1,NA,1,0,0,0,0,3
"Pennsylvania",2002,43.92599869,NA,3.774559975,9.5,179.9,6.0999999,0.157328159,1168614,4,-1.377165794,0,1,NA,98,104,0,21,29,0,1,0,1,NA,1,0,0,0,0,3
"Pennsylvania",2003,43.24300003,NA,3.790389299,10.5,184,6.0999999,0.160263196,1914330,4,-2.950942039,0,0,NA,94,109,0,21,28,0,1,0,1,NA,1,0,0,1,0,4
"Pennsylvania",2004,43.21900177,NA,4.031089783,11.3,188.9,6.0999999,0.163407102,2256957,4,4.48666811,0,0,NA,94,108,0,21,29,0,1,0,1,NA,1,0,0,1,0,4
"Pennsylvania",2005,40.58300018,NA,4.344964981,11.2,195.3,8.8999996,0.166652605,2207539,4,-1.523931623,0,0,0.400000006,93,110,0,18,29,0,1,0,1,NA,1,0,0,1,0,4
"Pennsylvania",2006,41.87900162,NA,4.429663658,11.3,201.6,8.8999996,0.170193329,1881357,4,-0.279602408,0,0,0.400000006,93,110,0,20,30,0,1,0,1,NA,1,0,0,1,0,4
"Pennsylvania",2007,44.0929985,NA,4.705028534,10.4,207.342,8.8999996,0.182143643,2283672,4,1.367843986,0,0,0,102,101,0,21,29,0,1,0,1,NA,1,0,0,1,0,4
"Pennsylvania",2008,42.62799835,NA,4.820710659,11,215.303,8.8999996,0.185872763,2129864,4,0.541699469,0,0,0,102,101,0,21,29,0,1,0,1,NA,1,0,0,1,0,4
"Pennsylvania",2009,42.97499847,NA,4.794050217,11.1,214.537,8.8999996,0.191069543,1656486,4,-6.771430016,0,0,0,104,99,0,21,29,0,1,0,1,NA,1,0,0,1,0,4
"Pennsylvania",2010,41.8409996,NA,5.023237705,12.2,218.056,8.8999996,0.177332044,2045490,4,-9.247088432,0,0,0,103,97,0,20,30,0,1,0,1,NA,1,0,0,1,0,4
"Pennsylvania",2011,NA,NA,NA,12.6,224.939,8.8999996,0.205478907,2595301,4,NA,0,1,0,91,112,0,20,30,0,1,0,1,NA,1,0,0,1,0,4
"Pennsylvania",2012,NA,NA,5.224808693,13.9,229.594,8.8999996,NA,NA,4,-6.905298233,NA,NA,0,87,NA,NA,20,NA,NA,1,0,0,NA,1,0,0,1,0,3
"Pennsylvania",2013,NA,NA,NA,12.4,232.957,8.8999996,NA,NA,4,-3.758193493,NA,NA,NA,90,NA,NA,23,NA,NA,1,0,0,NA,1,0,0,1,0,3
"Pennsylvania",2014,NA,NA,NA,12.5,236.736,NA,NA,NA,4,-4.378090858,NA,NA,1,92,NA,NA,23,NA,NA,1,1,0,NA,1,0,0,1,0,4
"Pennsylvania",2015,NA,NA,NA,12.3,NA,NA,NA,NA,4,-2.180091858,NA,NA,1,84,NA,NA,20,NA,NA,1,1,0,NA,1,0,0,1,0,4
"Rhode Island",2000,41.10699844,NA,3.909209728,10.2,172.2,1.8,0.160458013,27022,4,3.41883111,0,0,NA,85,12,1,42,8,0,1,0,1,NA,1,0,0,1,0,4
"Rhode Island",2001,43.3390007,NA,4.508835316,9.6,177.1,1.8,0.168089792,29558,4,5.590060711,0,0,NA,84,16,0,44,6,0,1,0,1,NA,1,0,0,1,0,4
"Rhode Island",2002,46.76599884,NA,4.536190033,11,179.9,1.8,0.173601314,35058,4,-0.183968291,0,0,NA,87,13,0,43,7,0,1,0,1,NA,1,1,0,1,0,5
"Rhode Island",2003,47.58100128,NA,4.827526569,11.5,184,1.8,0.178557426,38562,4,3.565803766,0,0,NA,63,11,1,32,6,0,1,0,1,NA,1,1,0,1,0,5
"Rhode Island",2004,45.3370018,NA,5.262682438,11.5,188.9,1.8,0.183070958,43540,4,6.79832077,0,0,NA,63,11,1,32,6,0,1,0,1,NA,1,1,0,1,0,5
"Rhode Island",2005,41.86899948,NA,5.523857594,12.1,195.3,2.9000001,0.186812028,42537,4,7.2406106,0,0,3.5,60,15,0,33,5,0,1,0,1,NA,1,1,0,1,0,5
"Rhode Island",2006,42.3219986,NA,5.697612286,10.5,201.6,2.9000001,0.190765813,38379,4,5.503238678,0,0,3.5,60,15,0,33,5,0,1,0,1,NA,1,1,0,1,0,5
"Rhode Island",2007,45.36600113,NA,5.933055878,9.5,207.342,2.9000001,0.206985608,41766,4,7.571247101,0,0,3,62,13,0,33,5,0,1,0,1,NA,1,0,0,1,0,4
"Rhode Island",2008,41.84199905,NA,6.057541847,12.7,215.303,2.9000001,0.211675435,36074,4,3.427814007,0,0,3,61,13,1,33,5,0,1,0,0,NA,1,0,0,1,0,3
"Rhode Island",2009,42.60200119,NA,6.195128918,13,214.537,2.9000001,0.21789597,29701,4,11.81862926,0,0,3,69,6,0,33,4,1,0,0,0,NA,1,0,0,1,0,2
"Rhode Island",2010,41.33800125,NA,6.734052658,13.6,218.056,2.9000001,0.23648797,33811,4,14.9042778,0,0,3,69,6,0,33,4,1,0,0,0,NA,1,0,0,1,0,2
"Rhode Island",2011,NA,NA,NA,13.4,224.939,2.9000001,0.236076176,28791,4,NA,0,0,4,65,10,0,29,8,1,1,0,1,NA,1,0,0,1,0,4
"Rhode Island",2012,NA,NA,6.517596722,13.6,229.594,2.9000001,NA,NA,4,5.224424839,NA,NA,4,65,NA,NA,29,NA,NA,1,0,1,NA,1,0,0,1,0,4
"Rhode Island",2013,NA,NA,NA,13.5,232.957,2.9000001,NA,NA,4,6.935175419,NA,NA,NA,69,NA,NA,32,NA,NA,1,0,1,NA,1,0,0,1,0,4
"Rhode Island",2014,NA,NA,NA,11.3,236.736,NA,NA,NA,4,4.697972298,NA,NA,3,69,NA,NA,32,NA,NA,1,1,1,NA,1,0,0,1,0,5
"Rhode Island",2015,NA,NA,NA,11.8,NA,NA,NA,NA,4,3.414863825,NA,NA,3,63,NA,NA,32,NA,NA,1,1,1,NA,1,0,0,1,0,5
"South Carolina",2000,35.93600082,1,3.309254885,11.1,172.2,29.9,0.330301583,810069,1,-7.576777458,0,0,NA,57,67,0,24,22,0,1,0,1,1987,0,0,0,0,0,2
"South Carolina",2001,39.18399811,1,3.41268301,15.1,177.1,29.9,0.333443135,986708,1,-15.01854897,0,0,NA,54,70,0,22,24,0,1,0,1,1987,0,0,0,0,0,2
"South Carolina",2002,38.86999893,1,3.524179697,14.3,179.9,29.9,0.334178686,461859,1,-20.58979034,0,0,NA,53,71,0,21,25,0,1,0,1,1987,0,0,0,0,0,2
"South Carolina",2003,39.29999924,1,3.712631941,12.7,184,29.9,0.335228324,851684,1,-17.30829048,0,1,NA,51,73,0,21,24,0,1,0,1,1987,0,0,0,1,0,3
"South Carolina",2004,39.70700073,1,4.134231091,14.9,188.9,29.9,0.336052418,1017473,1,-4.948001385,0,1,NA,51,73,0,20,25,0,1,0,1,1987,0,0,0,1,0,3
"South Carolina",2005,35.73899841,1,4.38919878,15,195.3,31.299999,0.336642504,1020724,1,-2.645868301,0,1,1,50,74,0,20,26,0,1,0,1,1987,0,0,0,1,0,3
"South Carolina",2006,37.16600037,1,4.459979534,11.2,201.6,31.299999,0.337919533,815102,1,-2.312991381,0,1,1,49,74,0,20,26,0,1,0,1,1987,0,0,0,1,0,3
"South Carolina",2007,39.08200073,1,4.712391376,14.1,207.342,31.299999,0.347153574,629402,1,0.344968617,0,1,1,51,73,0,20,26,0,1,0,1,1987,0,0,0,1,0,3
"South Carolina",2008,38.23099899,1,4.631389141,14,215.303,31.299999,0.347995669,907930,1,-12.40426254,0,1,1,51,73,0,19,27,0,1,0,0,1987,0,0,0,1,0,2
"South Carolina",2009,40.88399887,1,4.712949276,13.7,214.537,31.299999,0.351076096,853119,1,-8.102892876,0,1,0,53,71,0,19,27,0,1,0,0,1987,0,0,0,1,0,2
"South Carolina",2010,37.06900024,1,4.639084816,17,218.056,31.299999,0.275296718,786815,1,-7.909070969,0,1,0,53,71,0,19,27,0,1,0,0,1987,0,0,0,1,0,2
"South Carolina",2011,NA,1,NA,19,224.939,31.299999,0.352706939,695726,1,NA,0,1,0,48,75,0,19,27,0,1,0,0,1987,0,0,0,1,0,2
"South Carolina",2012,NA,1,4.491268158,16.7,229.594,31.299999,NA,NA,1,-5.233457565,NA,NA,0,48,NA,NA,19,NA,NA,1,0,0,1987,0,0,0,1,0,2
"South Carolina",2013,NA,1,NA,15.9,232.957,31.299999,NA,NA,1,-0.861623943,NA,NA,NA,46,NA,NA,18,NA,NA,1,0,0,1987,0,0,0,1,0,2
"South Carolina",2014,NA,1,NA,16.5,236.736,NA,NA,NA,1,-3.18244791,NA,NA,0,46,NA,NA,18,NA,NA,1,0,0,1987,0,0,0,1,0,2
"South Carolina",2015,NA,1,NA,14.3,NA,NA,NA,NA,1,-3.578630686,NA,NA,0,46,NA,NA,18,NA,NA,1,0,0,1987,0,0,0,1,0,2
"South Dakota",2000,32.36199951,1,3.019032955,10.7,172.2,15.2,0.107883446,2251243,3,2.368262291,0,1,NA,19,51,0,13,22,0,1,0,1,1995,0,0,0,0,0,2
"South Dakota",2001,36.00899887,1,3.409306765,8.4,177.1,15.2,0.111411065,2031248,3,3.865350008,0,1,NA,20,50,0,11,24,0,1,0,1,1995,0,0,0,0,0,2
"South Dakota",2002,35.75500107,1,3.4386096,11.5,179.9,15.2,0.113511808,1170737,3,2.209532261,0,1,NA,20,50,0,11,24,0,1,0,1,1995,0,0,0,0,0,2
"South Dakota",2003,37.35699844,1,3.512832403,12.7,184,15.2,0.114855088,2427342,3,0.703143895,0,1,NA,21,49,0,9,26,0,1,0,1,1995,0,0,0,1,0,3
"South Dakota",2004,35.92300034,1,3.773280144,13.4,188.9,15.2,0.118034884,2878371,3,4.521859646,0,1,NA,21,49,0,9,26,0,1,0,1,1995,0,0,0,1,0,3
"South Dakota",2005,33.46699905,1,3.862095356,11.8,195.3,15.7,0.119089857,2706840,3,0.173103884,0,1,0,19,51,0,10,25,0,1,0,1,1995,0,0,0,1,0,3
"South Dakota",2006,36.04299927,1,4.111739635,10.7,201.6,15.7,0.120494284,1547682,3,1.359932303,0,1,0,19,51,0,10,25,0,1,0,1,1995,0,0,0,1,0,3
"South Dakota",2007,39.18600082,1,4.167657852,9.4,207.342,15.7,0.135737374,2801935,3,1.055367589,0,1,0,20,50,0,15,20,0,1,0,1,1995,0,0,0,1,0,3
"South Dakota",2008,38.58800125,1,4.28739357,13.1,215.303,15.7,0.139424071,4132424,3,0.698437393,0,1,0,20,50,0,15,20,0,1,0,1,1995,0,0,0,1,0,3
"South Dakota",2009,37.4129982,1,4.641067028,14.1,214.537,15.7,0.145128593,3330035,3,0.363371223,0,1,0,24,46,0,14,21,0,1,0,1,1995,0,0,0,1,0,3
"South Dakota",2010,36.70000076,1,4.866979599,13.2,218.056,15.7,0.085643142,3559585,3,-0.36444363,0,1,0,24,46,0,14,21,0,1,0,1,1995,0,0,0,1,0,3
"South Dakota",2011,NA,1,NA,14.5,224.939,15.7,0.145918593,5612911,3,NA,0,1,0,19,50,1,6,29,0,1,0,1,1995,0,0,0,1,0,3
"South Dakota",2012,NA,1,4.797673702,12.8,229.594,15.7,NA,NA,3,0.315426409,NA,NA,0,19,NA,NA,5,NA,NA,1,0,1,1995,0,0,0,1,0,3
"South Dakota",2013,NA,1,NA,10.3,232.957,15.7,NA,NA,3,0.549910247,NA,NA,NA,17,NA,NA,7,NA,NA,1,0,1,1995,0,0,0,1,0,3
"South Dakota",2014,NA,1,NA,12.8,236.736,NA,NA,NA,3,1.683812737,NA,NA,0,17,NA,NA,7,NA,NA,1,0,1,1995,0,0,0,1,0,3
"South Dakota",2015,NA,1,NA,13.9,NA,NA,NA,NA,3,-0.201663986,NA,NA,0,12,NA,NA,8,NA,NA,1,0,1,1995,0,0,0,1,0,3
"Tennessee",2000,36.0890007,1,2.792645216,13.5,172.2,37.400002,0.197496921,960360,1,0.587955832,0,0,NA,61,38,0,18,15,0,1,0,1,1984,0,0,0,0,0,2
"Tennessee",2001,36.96699905,1,2.9633286,14.1,177.1,37.400002,0.202103421,1129806,1,-0.506471336,0,0,NA,58,41,0,18,15,0,1,0,1,1984,0,0,0,0,0,2
"Tennessee",2002,38.03099823,1,3.040066957,14.8,179.9,37.400002,0.204702362,694805,1,-4.461862087,0,0,NA,57,41,0,18,15,0,1,0,1,1984,0,0,0,0,0,2
"Tennessee",2003,37.43199921,1,3.296669245,14,184,37.400002,0.207102731,836462,1,-0.531491399,1,0,NA,54,45,0,18,15,0,1,0,1,1984,0,0,0,1,0,3
"Tennessee",2004,36.64899826,1,3.533825636,15.9,188.9,37.400002,0.209730655,1074930,1,0.956529737,1,0,NA,54,45,0,18,15,0,1,0,1,1984,0,0,0,1,0,3
"Tennessee",2005,31.51099968,1,3.885421991,14.9,195.3,38.299999,0.212314218,1316951,1,3.556862593,0,0,1,53,46,0,16,17,0,1,0,1,1984,0,0,0,1,0,3
"Tennessee",2006,32.84000015,1,3.884893417,14.9,201.6,38.299999,0.215278342,1050694,1,5.193894386,0,0,1,53,46,0,15,17,0,1,0,1,1984,0,0,0,1,0,3
"Tennessee",2007,32.13700104,1,4.012185097,14.8,207.342,38.299999,0.227597684,581757,1,6.650413036,0,0,1,53,46,0,16,17,0,1,0,1,1984,0,0,0,1,0,3
"Tennessee",2008,32.48600006,1,4.018556595,15,215.303,38.299999,0.229187071,1024489,1,2.301439047,0,0,1,53,46,0,16,16,1,0,0,1,1984,0,0,0,1,0,2
